PERIMETRE_SUPERIOR,APB_ID,NUMERO_PLANTES,US_EDIFICACIO,TIPUS_EDIFICACIO,LIT_DENOMINACIO,DENOMINACIO_TEXT,SEQENTITAT,SW_URN,DENOMINACIO_ANG,PUNT_BASE_ANG
"POLYGON ((2.157632931 41.341692682,2.157770318 41.341660449,2.157802657 41.341738691,2.157749548 41.341751183,2.157758126 41.341771963,2.157715087 41.341782097,2.157706511 41.341761227,2.15766527 41.341770924,2.157632931 41.341692682))","7","4",Oficines,Edifici principal,,unset,"250333",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ7,13.2,-0.419
"POLYGON ((2.144147092 41.341123244,2.144109631 41.341063156,2.144142776 41.341051152,2.144180837 41.341110975,2.144147092 41.341123244))","602",,Instal·lacions de serveis,Construccio Modular,,,"250621",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ602,,-0.426
"POLYGON ((2.142793332 41.329150999,2.142537923 41.328743666,2.143211072 41.328504137,2.143465239 41.328911694,2.142793332 41.329150999))","53","1",Magatzem,Edifici principal,,unset,"250370",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ53,19.7,-0.426
"POLYGON ((2.154836612 41.337991154,2.154787477 41.337909004,2.154834902 41.337892238,2.154855487 41.337927068,2.154909626 41.337908639,2.15491407 41.337916148,2.154937824 41.337955506,2.154836612 41.337991154))","434",,Oficines,No classificat,,,"250571",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ434,,-0.42
"POLYGON ((2.148441462 41.326247408,2.148417527 41.326241015,2.148440996 41.326191377,2.148464812 41.326197768,2.148441462 41.326247408))","619",,Seguretat,Construccio Modular,CASETA DE CONTROL,CASETA DE CONTROL,"250625",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ619,-0.424,-0.424
"POLYGON ((2.148507062 41.326293471,2.148480163 41.326285256,2.148495639 41.326253033,2.14847111 41.326246366,2.148494818 41.326196729,2.148519824 41.326203489,2.148535058 41.326171445,2.148561255 41.326178484,2.148507062 41.326293471))","578",,Instal·lacions de serveis,Construccio Modular,vestidors parquing camions M.Inflamables,vestidors parquing camions M.Inflamables,"250614",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ578,-0.424,-0.424
"POLYGON ((2.149906127 41.348421683,2.149936415 41.348408936,2.149963315 41.348445345,2.149933027 41.348458092,2.149929502 41.348453382,2.149906127 41.348421683))","611",,Oficines,Construccio Modular,,unset,"250623",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ611,-0.423,-0.423
"POLYGON ((2.173735533 41.3678469,2.173779239 41.367831495,2.173801426 41.367864045,2.173756486 41.367880612,2.173735533 41.3678469))","269","1",Instal·lacions de serveis,Edifici principal,,,"250485",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ269,,-0.411
"POLYGON ((2.142739256 41.336805552,2.142739782 41.336806412,2.142757343 41.336835241,2.142757706 41.336835829,2.142706491 41.336853436,2.142706187 41.336852938,2.142688626 41.336824109,2.142739256 41.336805552))","6575605","1",Instal·lacions de serveis,Edificació secundària o auxiliar,Caseta EB 6-2 costat edifici Asta,Caseta EB 6-2 costat edifici Asta,"250760",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ6575605,-63.6,-0.426
"POLYGON ((2.152300152 41.333809157,2.152220572 41.333680024,2.152284461 41.333657849,2.15236336 41.333787004,2.152300152 41.333809157))","494",,Oficines,No classificat,,,"250599",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ494,,-0.422
"POLYGON ((2.168875772 41.357719742,2.168859809 41.35769554,2.168827847 41.357647083,2.168867919 41.357632168,2.168899736 41.357680696,2.168915615 41.357704924,2.168875772 41.357719742))","584",,Seguretat,Construccio Modular,,unset,"250615",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ584,-0.413,-0.413
"POLYGON ((2.151809948 41.33169576,2.151760552 41.331712745,2.151729466 41.331661389,2.151778862 41.331644404,2.151809948 41.33169576))","425",,Magatzem,No classificat,,,"250563",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ425,,-0.422
"POLYGON ((2.174383576 41.36134763,2.17436446 41.361318218,2.174226194 41.361105009,2.174188078 41.361046456,2.174240448 41.361027195,2.174202112 41.36096711,2.174194843 41.360955709,2.175096427 41.360623755,2.175847741 41.360347107,2.17585513 41.36035842,2.175863926 41.360371967,2.175877907 41.360366825,2.175881543 41.360372435,2.175867609 41.36037765,2.175878633 41.360394645,2.175892614 41.360389503,2.175896249 41.360395114,2.175882315 41.360400328,2.175893303 41.360417332,2.175907284 41.36041219,2.17591092 41.3604178,2.175896986 41.360423015,2.175907998 41.36044001,2.175921979 41.360434868,2.175925614 41.360440479,2.17591168 41.360445693,2.175922752 41.360462671,2.175936733 41.360457528,2.175940369 41.360463139,2.175926435 41.360468354,2.175937459 41.360485349,2.17595144 41.360480207,2.175955075 41.360485817,2.175941141 41.360491032,2.175945106 41.360497086,2.175959087 41.360491944,2.17598369 41.360530024,2.175987324 41.360535725,2.175973391 41.360540849,2.17597738 41.360546895,2.175991313 41.36054177,2.175994947 41.360547471,2.175981014 41.360552596,2.175992123 41.360569555,2.176006104 41.360564413,2.176009739 41.360570024,2.175995805 41.360575239,2.176006829 41.360592234,2.17602081 41.360587091,2.176024446 41.360592702,2.176010512 41.360597917,2.1760215 41.360614921,2.176035481 41.360609778,2.176039116 41.360615389,2.176025182 41.360620604,2.176036194 41.360637599,2.176050175 41.360632456,2.176053811 41.360638067,2.176039877 41.360643282,2.176050949 41.360660259,2.17606493 41.360655117,2.176068566 41.360660728,2.176054631 41.360665942,2.176062945 41.360678865,2.176070333 41.360690267,2.176062826 41.360693033,2.176055426 41.36068163,2.176048976 41.360684007,2.176056376 41.36069541,2.176048857 41.360698175,2.176041469 41.360686773,2.176017302 41.36069567,2.17602469 41.360707073,2.176017171 41.360709838,2.176009783 41.360698436,2.175985616 41.360707334,2.175993004 41.360718736,2.175985485 41.360721502,2.175978096 41.360710108,2.175953929 41.360719006,2.175961318 41.360730399,2.175953799 41.360733165,2.17594641 41.360721772,2.175922231 41.360730669,2.175929632 41.360742063,2.175922113 41.360744828,2.175914724 41.360733435,2.175890557 41.360742333,2.175897946 41.360753726,2.175890427 41.360756491,2.175883038 41.360745098,2.175858871 41.360753996,2.17586626 41.360765389,2.175858741 41.360768155,2.175851352 41.36075677,2.175827185 41.360765668,2.175834574 41.360777052,2.175827054 41.360779827,2.175819666 41.360768434,2.175795499 41.360777331,2.175802887 41.360788716,2.175795368 41.36079149,2.17578798 41.360780097,2.175763813 41.360788994,2.175771201 41.360800379,2.175763682 41.360803153,2.175756294 41.36079176,2.175732127 41.360800658,2.175739515 41.360812051,2.175731996 41.360814817,2.175724607 41.360803432,2.17570044 41.36081233,2.175707829 41.360823714,2.17570031 41.36082648,2.175692921 41.360815095,2.175668754 41.360823993,2.175676143 41.360835377,2.175668624 41.360838143,2.175661247 41.360826759,2.17563708 41.360835656,2.175644457 41.360847041,2.175636937 41.360849806,2.175629561 41.360838422,2.175605394 41.36084732,2.17561277 41.360858704,2.175605251 41.360861469,2.175597875 41.360850094,2.175573707 41.360858992,2.175581084 41.360870367,2.175573565 41.360873133,2.175566188 41.360861757,2.175542021 41.360870655,2.175549398 41.36088203,2.175541879 41.360884796,2.175534502 41.36087342,2.175510335 41.360882318,2.175517712 41.360893693,2.175510193 41.360896459,2.175502816 41.360885084,2.175478649 41.360893981,2.175486025 41.360905356,2.175478506 41.360908122,2.17547113 41.360896756,2.175446962 41.360905653,2.175454339 41.36091702,2.17544682 41.360919785,2.175439443 41.360908419,2.175415276 41.360917316,2.175422653 41.360928683,2.175415134 41.360931448,2.175407757 41.360920082,2.17538359 41.36092898,2.175390967 41.360940346,2.175383447 41.36094312,2.175376083 41.360931745,2.175351916 41.360940643,2.17535928 41.360952009,2.175351761 41.360954784,2.175344396 41.360943408,2.175320229 41.360952306,2.175327594 41.360963681,2.175320075 41.360966447,2.17531271 41.36095508,2.175288543 41.360963978,2.175295908 41.360975344,2.175288389 41.36097811,2.175281024 41.360966743,2.175256857 41.360975641,2.175264221 41.360987007,2.175256702 41.360989773,2.175249337 41.360978407,2.17522517 41.360987304,2.175232535 41.36099867,2.175225028 41.361001436,2.175217651 41.36099007,2.175193484 41.360998967,2.175200849 41.361010333,2.175193342 41.361013099,2.175185965 41.361001742,2.175161797 41.361010639,2.175169162 41.361021996,2.175161655 41.361024762,2.175154278 41.361013405,2.175130111 41.361022302,2.175137488 41.36103366,2.175129969 41.361036425,2.175122604 41.361025068,2.175098437 41.361033965,2.175105802 41.361045323,2.175098282 41.361048088,2.175090918 41.361036731,2.17506675 41.361045628,2.175074115 41.361056986,2.175066596 41.361059751,2.175059231 41.361048403,2.175035064 41.3610573,2.175042429 41.361068649,2.17503491 41.361071414,2.175027545 41.361060066,2.175003377 41.361068963,2.175010742 41.361080312,2.175003223 41.361083077,2.174995858 41.361071729,2.174971691 41.361080626,2.174979056 41.361091975,2.174971537 41.361094749,2.174964172 41.361083392,2.174940005 41.361092289,2.17494737 41.361103638,2.17493985 41.361106412,2.174932485 41.361095064,2.174908318 41.361103961,2.174915683 41.361115301,2.174908164 41.361118075,2.174900799 41.361106727,2.174876632 41.361115624,2.174883997 41.361126973,2.174876477 41.361129738,2.174869112 41.36111839,2.174844945 41.361127287,2.17485231 41.361138636,2.174844791 41.361141401,2.174837438 41.361130053,2.174813271 41.36113895,2.174820624 41.361150299,2.174813104 41.361153064,2.174805751 41.361141716,2.174781584 41.361150613,2.174788937 41.361161962,2.174781418 41.361164727,2.174774065 41.361153388,2.174749898 41.361162285,2.174757251 41.361173624,2.174749731 41.36117639,2.174742378 41.361165051,2.174718211 41.361173948,2.174725564 41.361185287,2.174718045 41.361188053,2.174710692 41.361176714,2.174686525 41.361185611,2.174693878 41.36119695,2.174686358 41.361199716,2.174679005 41.361188377,2.174654838 41.361197274,2.174662191 41.361208613,2.174654672 41.361211379,2.174647319 41.361200049,2.174623151 41.361208946,2.174630505 41.361220276,2.174622985 41.361223042,2.174615632 41.361211711,2.174591465 41.361220609,2.174598818 41.361231939,2.174591299 41.361234705,2.174583958 41.361223374,2.17455979 41.361232272,2.174567131 41.361243602,2.174559612 41.361246376,2.174552271 41.361235037,2.174528104 41.361243935,2.174535445 41.361255265,2.174527926 41.361258039,2.174520584 41.361246709,2.174496417 41.361255607,2.174503758 41.361266928,2.174496239 41.361269702,2.174488898 41.361258372,2.17447058 41.361265114,2.174477969 41.361276426,2.174497086 41.361305838,2.174383576 41.36134763))","465","1",Magatzem,Edifici principal,MAGATZEM 3,MAGATZEM 3,"250590",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ465,20.2,-0.41
"POLYGON ((2.187543404 41.378923305,2.18755027 41.378922209,2.187557552 41.378920369,2.187563845 41.378918279,2.187569553 41.378916013,2.187577325 41.378912294,2.187586197 41.378908573,2.187607132 41.378936914,2.187569516 41.378952674,2.187564588 41.378946,2.187560599 41.378939847,2.187557314 41.378935653,2.187553397 41.378931401,2.187548489 41.378926953,2.187543404 41.378923305))","505",,Oci,Carpa,,,"250603",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ505,,-0.404
"POLYGON ((2.1574795 41.350995258,2.157533693 41.351014273,2.157481133 41.351094903,2.1574275 41.351075063,2.1574795 41.350995258))","138","1",Instal·lacions de serveis,Edifici principal,ET-21394,ET-21394,"250408",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ138,,-0.419
"POLYGON ((2.144397044 41.341540982,2.144365708 41.341487784,2.144411202 41.341472809,2.144440434 41.341522388,2.144442188 41.341525374,2.144397044 41.341540982))","438","1",Magatzem,Edificació secundària o auxiliar,Damex edifici auxiliar,Damex edifici auxiliar,"250575",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ438,-60.2,-0.426
"POLYGON ((2.15184053 41.333018824,2.152148192 41.332913178,2.15220681 41.333009991,2.151899146 41.333115727,2.15184053 41.333018824))","495",,Oficines,No classificat,,,"250600",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ495,,
"POLYGON ((2.14360387 41.326175628,2.143669085 41.32615317,2.143680501 41.326172009,2.143615298 41.326194476,2.14360387 41.326175628))","620",,Seguretat,Construccio Modular,,,"250626",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ620,,-0.426
"POLYGON ((2.159671217 41.330373822,2.159863518 41.330324467,2.159921293 41.330452364,2.159728991 41.330501719,2.159671217 41.330373822))","73156590","1",Seguretat,Construccio Modular,,,"790131",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ73156590,,-0.418
"POLYGON ((2.156398444 41.349272185,2.156344232 41.349361314,2.156093024 41.349274541,2.156147236 41.349185412,2.156398444 41.349272185))","4301294","1",Oficines,Edifici principal,Oficinas Progeco,Oficinas Progeco,"250657",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ4301294,,-0.42
"POLYGON ((2.185918115 41.368253599,2.185912418 41.368211854,2.185968909 41.368207479,2.185974607 41.368249225,2.185918115 41.368253599))","356","1",Magatzem,Edificació secundària o auxiliar,,,"250546",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ356,,-0.405
"POLYGON ((2.141485314 41.336363911,2.141373781 41.336183918,2.14182355 41.336025494,2.141985759 41.335968333,2.14209753 41.336148507,2.141935081 41.336205666,2.141485314 41.336363911))","92","2",Edifici oficial APB,Edifici principal,,,"250386",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ92,,-0.427
"POLYGON ((2.184301499 41.378039069,2.184249468 41.377973729,2.18424592 41.377975352,2.184096095 41.377787078,2.184011486 41.377740189,2.183994828 41.377659732,2.183805647 41.377421818,2.183979411 41.37725586,2.183988964 41.377287625,2.184154136 41.377265709,2.184455425 41.377644953,2.184301499 41.378039069))","302","2",Oci,Edifici principal,IMAX PORT VELL,IMAX PORT VELL,"250503",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ302,-51.5,-0.406
"POLYGON ((2.141885109 41.334123801,2.141923012 41.334110481,2.141936292 41.334132136,2.141898401 41.334145464,2.141885109 41.334123801))","72","1",Magatzem,Edificació secundària o auxiliar,,,"250377",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ72,,149
"POLYGON ((2.187780465 41.373695962,2.187721551 41.373336865,2.187836002 41.373326233,2.187894916 41.373685329,2.187780465 41.373695962))","330","2",Oci,Edifici principal,,unset,"250526",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ330,-80.8,-0.404
"POLYGON ((2.160558727 41.352921692,2.16059367 41.352974704,2.160270915 41.353095908,2.160235671 41.353043137,2.160558727 41.352921692))","442","1",Magatzem,No classificat,,,"250577",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ442,,-0.418
"POLYGON ((2.188474806 41.373612411,2.188466097 41.373643525,2.188469642 41.373669132,2.188404095 41.37366277,2.188375937 41.373634585,2.188291116 41.373626168,2.188212884 41.373144055,2.188229178 41.373142558,2.188185677 41.372879627,2.188771104 41.372826329,2.188828938 41.372820999,2.188879937 41.373135235,2.18890519 41.373112273,2.188926281 41.373243481,2.188952713 41.373406884,2.188945451 41.373413949,2.188948457 41.373431895,2.18892838 41.373433744,2.188950186 41.37356811,2.188474806 41.373612411))","329","3",Oci,Edifici principal,Complex esportiu Sant Sebastià,Complex esportiu Sant Sebastià,"250525",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ329,-80.6,-0.404
"POLYGON ((2.148772935 41.347393746,2.148809966 41.347496616,2.148753293 41.347506916,2.148716855 41.347404411,2.148772935 41.347393746))","551",,Oficines,Construccio Modular,,,"250608",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ551,,-0.423
"POLYGON ((2.176353666 41.371340363,2.176361419 41.371341904,2.176362953 41.371351139,2.176371665 41.371353417,2.176370132 41.371344191,2.17673272 41.371426915,2.176741333 41.371405755,2.176763408 41.371350606,2.176783574 41.371301785,2.176806787 41.371456278,2.176814434 41.371509891,2.176853889 41.371519766,2.176931724 41.372035122,2.176529229 41.371942836,2.176490106 41.372038478,2.176456233 41.372030615,2.17645439 41.372030755,2.176433392 41.371885583,2.176434608 41.371884943,2.176400951 41.371877046,2.176423421 41.371820946,2.176389764 41.371813049,2.176413485 41.371752552,2.176379828 41.371744655,2.176403281 41.371684563,2.176369624 41.371676665,2.176393304 41.371616601,2.176360291 41.371608853,2.176384123 41.371548132,2.176353666 41.371340363))","3278154",,Estacio Maritima,Edifici principal,Terminal Ferry de Barcelona - F2,Terminal Ferry de Barcelona - F2,"250629",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ3278154,-81.7,-78.6
"POLYGON ((2.186105787 41.3750459,2.186053899 41.375025806,2.186032867 41.374976657,2.185977766 41.37495528,2.186004187 41.374917455,2.18598592 41.374867153,2.185934152 41.374847061,2.185960695 41.374808966,2.185939673 41.374759006,2.185888381 41.374739097,2.185916874 41.374698134,2.185968285 41.374718044,2.186034723 41.37470284,2.186062729 41.374662594,2.186114497 41.374682687,2.18617818 41.374667824,2.186233161 41.3746892,2.186255043 41.374737275,2.186306931 41.374757368,2.186369306 41.374741955,2.186424049 41.37476324,2.186444622 41.374810855,2.186496391 41.374830857,2.186559836 41.374815992,2.18661565 41.374837644,2.186637295 41.374885627,2.186689421 41.374905812,2.186661297 41.374946057,2.186682806 41.37499539,2.186735645 41.37501594,2.186707152 41.375056904,2.186726152 41.375106039,2.186699609 41.375144134,2.186633857 41.375161864,2.186581018 41.375141314,2.186560726 41.375090278,2.18650872 41.375070094,2.186441659 41.375087275,2.186385845 41.375065533,2.186359423 41.375103449,2.186295247 41.375119479,2.186243478 41.375099387,2.186223635 41.375050786,2.186250057 41.375012871,2.186195314 41.374991586,2.186168892 41.375029501,2.186105787 41.3750459))","324","1",Magatzem,Edifici principal,Llotja de pescadors,Llotja de pescadors,"250523",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ324,-21.2,-0.405
"POLYGON ((2.18765706 41.372993583,2.187634053 41.372853173,2.187643155 41.372852067,2.187607427 41.372628698,2.187718042 41.372618669,2.187753893 41.372841768,2.187763587 41.372841116,2.187786595 41.372981526,2.18765706 41.372993583))","331","2",Oci,Edifici principal,BYS,BYS,"250527",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ331,-80.7,-0.404
"POLYGON ((2.168768346 41.359012471,2.168701752 41.358909214,2.168732385 41.358897725,2.16874547 41.358893496,2.168752421 41.358892105,2.168766665 41.358890767,2.168781003 41.358891411,2.168787924 41.358892452,2.168794838 41.358894033,2.168801508 41.358896063,2.168810669 41.358899552,2.168815897 41.358902111,2.168820881 41.35890503,2.168825263 41.358908304,2.168829282 41.358911846,2.168832818 41.358915835,2.168869372 41.358974558,2.168768346 41.359012471))","221","1",Instal·lacions de serveis,Edifici principal,,,"250466",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ221,,-0.413
"POLYGON ((2.186428237 41.370431268,2.186402279 41.370288044,2.186414491 41.37028678,2.186412592 41.370276047,2.186478921 41.37026922,2.18648094 41.370279953,2.187268625 41.370199042,2.187266726 41.370188309,2.187333055 41.370181481,2.187334954 41.370192214,2.18734968 41.370190696,2.187375642 41.370333829,2.187360915 41.370335347,2.187362815 41.370346079,2.187296487 41.370352817,2.187294467 41.370342174,2.186506898 41.370423176,2.186508798 41.370433909,2.186442468 41.370440736,2.18644045 41.370430003,2.186428237 41.370431268))","340","2",Tallers,Edifici principal,Taller Dic Flotant antic taller fusteria,Taller Dic Flotant antic taller fusteria,"250534",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ340,5.7,-0.405
